(T: 100.000) error: 26.00%, cost: 138.70, equation: 0.353x-1.010y-8.149=0
(T: 61.112) error: 8.00%, cost: 255.09, equation: 3.044x-3.934y-199.169=0
(T: 60.501) error: 8.00%, cost: 255.09, equation: 3.044x-3.934y-199.169=0
(T: 59.896) error: 8.00%, cost: 255.10, equation: 3.044x-3.951y-199.169=0
(T: 59.297) error: 15.00%, cost: 236.57, equation: 2.010x-1.402y-156.143=0
(T: 58.704) error: 8.00%, cost: 255.09, equation: 3.044x-3.934y-199.169=0
(T: 58.117) error: 8.00%, cost: 255.09, equation: 3.044x-3.934y-199.169=0
(T: 57.535) error: 8.00%, cost: 255.09, equation: 3.044x-3.934y-199.169=0
(T: 56.960) error: 8.00%, cost: 255.09, equation: 3.044x-3.934y-199.169=0
(T: 56.391) error: 8.00%, cost: 255.09, equation: 3.044x-3.934y-199.169=0
(T: 55.827) error: 8.00%, cost: 255.09, equation: 3.044x-3.934y-199.169=0
(T: 55.268) error: 8.00%, cost: 255.10, equation: 3.044x-3.951y-199.169=0
(T: 54.716) error: 8.00%, cost: 255.10, equation: 3.044x-3.951y-199.169=0
(T: 54.169) error: 8.00%, cost: 255.09, equation: 3.044x-3.934y-199.169=0
(T: 53.627) error: 8.00%, cost: 255.10, equation: 3.044x-3.951y-199.169=0
(T: 53.091) error: 10.00%, cost: 217.26, equation: 2.510x-3.951y-155.883=0
(T: 52.560) error: 8.00%, cost: 255.10, equation: 3.044x-3.951y-199.169=0
(T: 52.034) error: 8.00%, cost: 255.10, equation: 3.044x-3.951y-199.169=0
(T: 51.514) error: 8.00%, cost: 255.10, equation: 3.044x-3.951y-199.169=0
(T: 50.999) error: 10.00%, cost: 258.48, equation: 3.044x-3.609y-199.169=0
(T: 50.489) error: 8.00%, cost: 255.10, equation: 3.044x-3.951y-199.169=0
(T: 49.984) error: 12.00%, cost: 342.04, equation: 3.764x-2.915y-276.574=0
(result) error: 12.00%, cost: 342.04, equation: 3.764x-2.915y-276.574=0
